CUST_ID,BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE
C10024,3800.151377,4248.35,793.79,7974.415626000001,9000.0,9479.043842000001,1425.426525,12
C10025,5368.5712189999995,0.0,0.0,798.9498629999999,6000.0,1422.726707,1657.002877,11
C10026,169.781679,399.6,399.6,0.0,3000.0,215.306142,163.005536,12
C10027,1615.96724,102.0,0.0,244.840485,1700.0,890.1788449999999,971.183209,12
C10028,125.69481699999999,233.28,233.28,0.0,1000.0,207.77371499999998,164.748819,12
C10029,7152.864372,387.05,182.5,2236.145259,10500.0,1601.448347,1648.851345,12
C10030,22.063489999999998,100.0,100.0,0.0,6900.0,160.767773,159.684442,12
C10031,12136.219959999999,3038.01,2024.81,3183.583301,13000.0,4230.323490999999,3292.01503,12
C10032,1162.273324,1347.71,947.71,175.815755,6000.0,645.998299,256.848991,12
C10033,6732.823064,324.95,0.0,1189.533753,10500.0,1720.1188760000002,2506.745366,12
C10034,125.660453,636.79,0.0,0.0,1200.0,423.449696,196.301885,12
C10035,3517.1016159999995,547.28,547.28,0.0,11000.0,8735.607834999999,17862.55831,12
C10036,1656.350781,0.0,0.0,99.26436700000001,1800.0,351.500199,634.5693110000001,12
C10037,7427.076940999999,0.0,0.0,8873.375046,9000.0,1636.361601,1986.843608,11
C10038,4047.480828,2380.55,738.38,1697.6609010000002,5000.0,1617.894416,1541.141605,12
C10039,6269.418144,204.0,0.0,2925.699862,9000.0,1237.111661,2049.408839,12
C10040,1411.60223,963.24,0.0,6173.682877,7500.0,20071.07544,719.948985,12
C10041,663.44781,0.0,0.0,3133.063934,1800.0,3067.05783,283.33344500000004,12
C10043,784.889762,1526.59,740.29,2188.419607,3000.0,1262.309666,363.142736,12
C10044,4104.710798,203.82,0.0,0.0,4500.0,868.275275,1801.264841,12
C10045,1360.742377,0.0,0.0,1481.5870929999999,1500.0,378.294227,321.35413700000004,12
C10046,5315.945594,1525.44,1055.64,0.0,8500.0,1430.3415009999999,1318.71492,12
C10047,2242.311686,437.0,340.0,184.64869199999998,2400.0,0.0,312.343947,12
C10048,474.447149,109.74,109.74,1013.659552,1700.0,176.013005,147.199792,8
C10049,3910.1112369999996,0.0,0.0,1980.873201,4200.0,0.0,312.343947,12
C10050,229.867179,2390.6,987.67,0.0,3300.0,2543.953559,175.657825,12
C10051,863.809833,507.5,0.0,695.097159,4000.0,587.866451,286.448719,12
C10052,4931.331857,901.42,255.35,8530.648614,12000.0,8113.297345999999,1012.4159609999999,8
C10053,1078.888565,3107.85,886.11,0.0,2500.0,1399.82834,1322.4466009999999,12
C10054,1565.6810990000001,0.0,0.0,321.35913500000004,3500.0,691.825279,581.481917,12
C10055,464.674156,1979.22,0.0,1981.265503,3000.0,3110.0527420000003,132.446091,9
C10056,6.660517,310.0,310.0,0.0,1000.0,417.01676299999997,312.343947,12
C10057,1311.995984,1283.9,0.0,0.0,6000.0,0.0,312.343947,12
C10058,3625.218146,313.27,0.0,668.468743,4000.0,0.0,312.343947,12
C10059,2386.330629,5217.62,428.53,0.0,7500.0,5678.729613,1311.514878,12
C10060,3971.1387649999997,0.0,0.0,224.575517,4000.0,764.9387280000001,1600.212243,11
C10061,5493.90406,229.0,229.0,970.5913320000001,6000.0,2110.557023,1895.0261699999999,12
C10062,1879.1140329999998,113.0,0.0,0.0,6500.0,3509.686561,548.1058360000001,12
C10063,1555.793701,66.2,0.0,0.0,1600.0,338.083661,837.215674,12
C10064,809.582978,0.0,0.0,3819.6724659999995,4150.0,4372.148647999999,241.645387,11
C10065,7.152356,840.0,0.0,0.0,1600.0,0.0,312.343947,12
C10067,1923.886805,1887.64,1887.64,1605.9493710000002,1850.0,3688.0459979999996,3266.996777,12
C10068,1758.059987,412.33,87.12,0.0,1800.0,777.4516480000001,897.905444,12
C10069,809.847455,0.0,0.0,908.4236080000001,1500.0,146.074769,179.41249299999998,8
C10070,1576.3050289999999,0.0,0.0,382.908547,2500.0,540.022225,352.883804,12
C10071,3990.5235789999997,263.5,72.9,0.0,6000.0,6876.836205,1001.6073660000001,12
C10072,1699.4354859999999,1363.69,0.0,0.0,1700.0,1623.816348,923.505868,12
C10073,5487.683724,419.1,419.1,625.399386,6250.0,1288.214909,2180.881868,12
C10074,2990.422186,4523.27,2859.18,27296.485760000003,7000.0,28232.694460000002,1107.0308029999999,12
C10075,656.01301,0.0,0.0,1474.349901,7000.0,910.457985,140.983193,8
C10077,1808.9724190000002,713.9,210.82,0.0,2250.0,889.017418,622.757696,10
C10078,532.334517,791.94,275.3,0.0,6000.0,1305.1773039999998,175.510344,11
C10079,5860.433624,561.87,312.37,0.0,6000.0,1990.044998,2161.428274,12
C10080,1727.6384489999998,606.11,0.0,0.0,11000.0,2959.920544,623.6569929999999,12
C10081,578.809679,320.0,320.0,0.0,1500.0,1438.910569,190.186542,12
C10082,1205.716678,0.0,0.0,38.325801,1200.0,29.278671000000003,8242.687678,12
C10083,6593.820643999999,388.66,0.0,4621.93458,7000.0,1624.583114,2503.4023399999996,12
C10084,17.357563,244.85,204.64,0.0,5000.0,357.802082,121.523416,12
C10085,81.584711,0.0,0.0,2985.300006,9500.0,116.569033,164.692136,12
C10086,3.78631,133.05,104.85,0.0,12000.0,210.053432,99.533735,12
C10087,42.46443,396.0,396.0,0.0,1200.0,725.6061940000001,140.80945400000002,12
C10088,1935.362486,4915.6,400.26,293.844792,9000.0,4921.066897,594.7566860000001,12
C10089,134.917202,1247.8,0.0,0.0,16500.0,1275.2294359999999,171.35718899999998,12
C10090,7069.9503859999995,1603.78,158.64,5626.004046,11000.0,4589.8738969999995,1876.262988,12
C10092,8181.251131,2258.01,939.23,5251.228934000001,13500.0,3021.575846,2074.581541,12
C10093,4037.3056579999998,45.0,0.0,104.23806400000001,4500.0,1073.844885,968.941265,12
C10094,6110.265264,0.0,0.0,2717.253917,6500.0,1502.205631,2864.380327,12
C10095,9381.255094,5100.07,3952.24,370.73719700000004,9000.0,6409.4963450000005,9827.045323,12
C10096,1977.0070899999998,1032.04,805.14,4335.919227,4000.0,3056.424974,910.707525,11
C10097,1321.4760800000001,45.65,0.0,495.657934,1800.0,440.84043899999995,312.560636,12
C10098,1307.717841,405.6,0.0,0.0,2400.0,0.0,312.343947,12
C10099,2329.485768,213.34,0.0,0.0,2400.0,0.0,312.343947,12
C10100,1139.782882,0.0,0.0,120.61291200000001,1200.0,151.823651,2906.110765,12
C10101,1619.955708,739.44,0.0,0.0,6000.0,417.128532,389.138517,12
C10102,3505.671311,0.0,0.0,1713.9843050000002,4000.0,0.0,312.343947,12
C10103,4.708041000000001,79.0,79.0,0.0,7000.0,217.820198,121.781205,12
C10104,0.0,0.0,0.0,89.84900400000001,3000.0,138.02142800000001,312.343947,7
C10105,4.875885,20.0,0.0,0.0,1500.0,26.487919,60.913577000000004,9
C10106,23.394410999999998,1346.28,1346.28,0.0,2000.0,712.1491530000001,54.79166,12
C10107,3539.801912,2823.8,1283.39,0.0,5700.0,9172.788365999999,2103.796148,12
C10108,0.62424,389.96,389.96,0.0,4500.0,0.0,312.343947,12
C10109,862.0723800000001,0.0,0.0,920.3098050000001,4000.0,2236.8902550000003,214.828158,12
C10110,2441.542991,808.0,0.0,959.8572630000001,4000.0,532.741699,1026.976,12
C10111,408.656365,941.64,941.64,0.0,2500.0,1097.7894199999998,176.610605,12
C10112,4986.400804,0.0,0.0,5439.467563,8000.0,1241.538024,1439.2308990000001,12
C10113,1246.624558,423.7,246.06,412.399058,2000.0,577.050373,498.36541900000003,12
C10114,6644.201650999999,4478.75,1757.16,7205.520805,9000.0,10857.94321,2469.571326,12
C10115,156.216753,1354.86,769.23,0.0,5500.0,858.976682,108.319927,12
C10116,3393.351236,0.0,0.0,1008.3486720000001,4200.0,0.0,312.343947,12
C10117,5322.994094,2812.2,1955.08,2510.3529510000003,8500.0,1509.423237,1834.0315690000002,12
C10118,6458.562089999999,0.0,0.0,3360.2287939999997,7000.0,1277.7677800000001,2760.115734,12
C10119,175.341651,1508.9,256.54,0.0,5000.0,1884.2277780000002,136.639824,12
C10120,680.195157,1045.57,377.62,0.0,3000.0,552.4323049999999,207.720441,12
C10121,223.763616,2309.78,2309.78,0.0,6500.0,1206.81188,99.372848,12
C10122,1785.626943,0.0,0.0,576.2063820000001,1800.0,687.691735,2439.136113,12
C10123,54.933231000000006,495.0,495.0,0.0,7000.0,1969.845566,147.049952,12
C10124,2662.629852,0.0,0.0,509.023801,3000.0,932.4188550000001,709.2070160000001,12
C10125,8504.876253,6724.26,2624.18,1686.599777,17000.0,1888.7568609999998,2167.446204,12
C10126,1464.324632,1174.39,0.0,0.0,9000.0,0.0,312.343947,12
C10127,2114.1586829999997,5580.85,5580.85,0.0,8500.0,3564.9777740000004,630.00413,12
C10128,2876.396444,0.0,0.0,998.84867,3200.0,1065.426905,1412.648089,12
C10130,14224.115409999999,0.0,0.0,4614.427403,19000.0,3066.614272,3406.258999,12
C10131,2392.917738,12462.44,0.0,0.0,2800.0,11628.71557,2000.990921,12
C10132,57.453201,0.0,0.0,272.713302,1200.0,385.853874,84.697292,8
C10133,4245.855092,1957.3,880.0,0.0,5000.0,1004.35474,1086.428906,12
C10134,11167.23403,150.64,0.0,8362.154254000001,17000.0,2606.059389,2894.077159,12
C10135,69.40554499999999,0.0,0.0,2799.714934,13000.0,0.0,312.343947,12
C10136,116.654149,907.0,0.0,273.558033,5000.0,0.0,312.343947,12
C10137,4637.848144,1271.12,919.58,0.0,5000.0,1906.032044,3572.279251,12
C10138,24.28497,250.6,250.6,0.0,3000.0,319.762903,173.63200600000002,12
C10139,9354.06045,796.33,0.0,13748.471309999999,13000.0,10664.65866,2600.875721,12
C10140,231.10899500000002,440.0,440.0,0.0,4000.0,554.116542,185.091037,12
C10141,1562.633343,1330.62,160.99,0.0,2000.0,1020.7836470000001,709.610053,12
C10142,2494.868559,5491.79,4101.29,0.0,17000.0,1015.3119529999999,615.92402,12
C10143,706.132889,897.86,183.34,586.268966,1200.0,972.358048,184.524376,12
C10144,19043.13856,22009.92,12560.85,0.0,18000.0,23018.57583,18621.01331,12
C10145,2235.103331,720.6,0.0,723.308724,2500.0,1061.292471,689.118919,12
C10146,947.13081,197.06,48.4,0.0,1000.0,492.20041900000007,509.384182,12
C10147,764.042156,0.0,0.0,1307.102516,7500.0,1566.8068970000002,172.959728,12
C10148,5347.814547,0.0,0.0,4002.3533840000005,7000.0,0.0,312.343947,12
C10149,10598.467770000001,2084.48,784.0,0.0,21500.0,3219.621433,3068.125648,12
C10150,2163.678757,5779.36,2342.83,0.0,6500.0,4416.412679999999,546.439139,12
C10151,3057.400553,1025.0,0.0,0.0,7500.0,698.854095,819.682666,12
C10152,19.354559,689.7,689.7,0.0,10000.0,746.691026,312.343947,12
C10153,264.811595,28.65,0.0,384.26178,9000.0,1235.630069,194.324456,12
C10154,1108.22253,944.96,780.0,0.0,1500.0,1955.198953,992.652486,12
C10155,906.573724,1039.2,959.2,103.102091,13500.0,1855.2354070000001,468.19673200000005,12
C10156,7679.629040000001,4059.93,4059.93,555.469352,7000.0,3685.6106200000004,12854.9397,12
C10157,1523.911458,4075.37,753.09,0.0,6500.0,2254.2600199999997,329.29648,12
C10158,49.206255999999996,870.24,870.24,0.0,8000.0,835.8399519999999,193.011166,12
C10159,13673.079609999999,9792.23,5832.42,2444.445738,20000.0,11717.30794,6042.391629,12
C10160,106.455975,2463.12,1673.59,0.0,4000.0,2573.722764,95.342224,12
C10161,119.76090400000001,1859.34,1859.34,0.0,20000.0,3104.275623,288.90362799999997,12
C10162,5837.105453,3488.49,226.24,3303.1523,7900.0,0.0,312.343947,12
C10163,1734.510004,0.0,0.0,66.275851,1800.0,363.474455,2827.997525,12
C10164,2765.7482809999997,7283.31,2196.0,0.0,11000.0,14373.3929,1058.128452,12
C10165,1046.37041,295.0,0.0,93.579809,1200.0,439.407082,362.838185,12
C10166,2737.367678,0.0,0.0,429.69116399999996,3000.0,778.827993,721.798576,12
C10167,4014.8181670000004,0.0,0.0,988.356213,8500.0,1009.185035,1177.149934,12
C10168,871.5689769999999,648.22,533.22,0.0,1200.0,1110.886425,208.298424,12
C10169,1610.040203,557.19,31.55,0.0,4000.0,422.71184800000003,616.0058389999999,12
C10170,114.59381699999999,469.98,469.98,0.0,1000.0,367.109312,86.102479,6
C10171,5800.587339,0.0,0.0,369.950794,6500.0,1346.365584,1972.526015,12
C10172,823.103926,131.64,131.64,0.0,8000.0,2916.071564,243.199498,12
C10173,595.677343,5078.14,747.61,1424.4426019999999,15000.0,4756.654374000001,241.894073,12
C10174,1128.124563,924.6,924.6,0.0,1000.0,1202.711782,1747.037345,12
C10175,349.441102,1975.4,581.9,0.0,4000.0,1795.012223,167.219681,12
C10176,840.804076,0.0,0.0,3671.777443,4000.0,3621.266477,193.171404,9
C10177,975.942008,10221.35,3079.97,1620.685551,10500.0,10693.49585,347.641073,12
C10178,23.111088,300.0,300.0,0.0,12500.0,291.948834,43.452683,12
C10179,2187.7322649999996,0.0,0.0,3905.3262560000003,3000.0,1423.788603,461.36562599999996,7
C10180,11972.011040000001,5715.0,1029.46,1626.351366,14000.0,4639.513745,3192.3060179999998,12
C10181,1608.451822,0.0,0.0,205.737165,1800.0,470.56598399999996,408.799147,12
C10182,1872.926275,766.61,0.0,1017.1205779999999,2300.0,0.0,312.343947,12
C10183,2933.240476,0.0,0.0,2040.433925,3000.0,2431.578544,1739.74883,12
C10184,336.799916,3535.8,1921.1,0.0,20000.0,2814.2312269999998,186.230835,12
C10185,36.236312,256.11,256.11,0.0,5300.0,831.375322,189.036967,12
C10186,903.2978099999999,2697.48,2546.98,0.0,2500.0,1686.1963440000002,303.361632,12
C10187,0.0,23.0,23.0,0.0,5000.0,0.0,312.343947,12
C10188,2881.253586,117.0,117.0,17661.49486,4500.0,17301.83238,931.618475,12
C10189,5.465999,196.81,23.81,0.0,12000.0,0.0,312.343947,12
C10190,117.44268400000001,653.73,160.73,0.0,10000.0,441.588141,136.827952,12
C10191,168.52270900000002,2009.05,2009.05,0.0,1200.0,2612.7604969999998,197.63855800000002,12
C10192,1706.014379,147.78,147.78,1657.090283,6000.0,1186.0627650000001,374.595505,12
C10193,874.583247,516.54,357.47,0.0,900.0,579.749308,693.894717,12
C10194,861.001207,969.56,0.0,446.23319699999996,2400.0,0.0,312.343947,12
C10196,966.251742,311.45,0.0,955.959749,1500.0,277.522439,286.299328,12
C10197,38.615644,280.4,0.0,0.0,6150.0,254.39298399999998,55.79974,12
C10198,189.687964,66.14,0.0,0.0,6000.0,0.0,312.343947,12
C10199,40.417255,79.2,0.0,1631.576375,4000.0,1647.880773,24.815878,12
C10200,5462.897068,1453.32,1453.32,0.0,16500.0,1382.269127,1755.253802,12
C10201,3983.9237049999997,756.54,0.0,0.0,4000.0,1110.870941,1431.2011710000002,12
C10202,5588.846272,3507.35,2903.6,0.0,11500.0,1412.597253,1825.1765030000001,12
C10203,281.17037799999997,3163.69,3106.89,0.0,8000.0,2422.911622,187.046284,12
C10204,130.25153799999998,1343.19,260.4,0.0,15000.0,1043.5592900000001,182.429461,12
C10205,1973.8149640000001,873.0,0.0,0.0,8000.0,541.722532,762.682834,12
C10206,5698.539876,47.55,47.55,2039.52804,6000.0,2976.579866,3463.1749619999996,12
C10207,43.103899,370.0,0.0,0.0,23000.0,1212.0542189999999,68.725483,12
C10208,566.546048,405.75,92.0,1044.6516179999999,2000.0,1249.835142,313.052687,12
C10209,24.527252999999998,261.64,261.64,0.0,4000.0,376.758504,169.78292,12
C10211,8350.145568,1989.28,1146.48,893.7579029999999,14000.0,4720.900413,2557.0445760000002,12
C10212,4559.7792340000005,10848.5,2640.5,0.0,7500.0,9423.715495,2925.275522,12
C10213,2.67713,43.39,43.39,0.0,4000.0,130.107234,29.700051000000002,12
C10214,1570.682346,645.32,0.0,1665.331678,1800.0,2591.391006,808.217224,12
C10215,7201.736985,987.1,125.0,5468.620604,10500.0,1941.5411579999998,2391.987571,12
C10216,6467.885013,1464.14,485.43,3947.86784,11500.0,1658.563509,1887.4135170000002,12
C10217,64.08090899999999,927.0,327.0,0.0,5000.0,1260.16384,59.04439,12
C10218,5635.860679,393.62,239.9,5933.467329,10000.0,1919.630466,1731.5493850000003,12
C10219,3670.50596,965.5,89.37,0.0,7500.0,1034.932404,941.496383,12
C10220,2458.376257,0.0,0.0,102.275984,7500.0,4543.6348100000005,647.20869,12
C10221,768.004936,336.41,0.0,0.0,6000.0,947.696134,217.027653,12
C10222,75.647479,540.0,540.0,0.0,4000.0,548.967281,48.659935,12
C10223,2.4332540000000003,36.0,36.0,0.0,7500.0,0.0,312.343947,12
C10224,1121.730896,878.52,775.42,197.648111,1500.0,542.836917,471.49677599999995,12
C10226,7.56809,144.26,77.18,0.0,11500.0,134.710832,75.515008,12
C10227,2053.441598,493.85,52.5,1738.3337800000002,2000.0,2795.059574,2661.324808,12
C10228,2422.311938,4490.69,1034.44,188.783221,8500.0,5763.666926,582.589765,12
C10229,9047.621884,11188.62,5089.46,0.0,10000.0,11994.41815,8517.258683,12
C10230,3061.213971,1829.2,36.5,0.0,7000.0,971.234118,985.954762,12
C10231,41.642389,75.99,0.0,0.0,2700.0,69.163384,99.401747,7
C10232,5431.622968,1824.16,225.6,0.0,14500.0,1508.0164519999998,1370.519926,12
C10233,6571.484039,9325.22,0.0,0.0,8500.0,11036.72668,1824.6801309999998,12
C10234,28.461629,100.0,0.0,0.0,4000.0,125.76916899999999,104.857518,12
C10235,4178.625215,1431.89,1001.2,0.0,4000.0,2384.542045,3868.70983,12
C10236,3019.019487,2260.41,904.08,0.0,8500.0,2187.930651,739.2248940000001,12
C10237,1.045584,0.0,0.0,466.64389500000004,1200.0,1068.581252,25.537,9
C10238,2723.3692170000004,10410.49,9251.65,0.0,19500.0,9695.650901,726.696049,12
C10239,1070.999446,990.7,508.7,0.0,1400.0,505.31732800000003,438.32401699999997,12
C10240,279.608696,3034.92,3034.92,0.0,2900.0,2928.9098649999996,2733.317012,12
C10241,1255.9018210000002,1038.81,0.0,1092.6347039999998,5700.0,1215.454299,422.33109800000005,12
C10242,2229.8572870000003,45.65,0.0,0.0,2500.0,542.7463,628.2110309999999,12
C10243,2363.489077,2641.98,1255.68,263.884743,3000.0,1839.928884,1075.456585,12
C10244,4014.388265,1189.52,0.0,0.0,8000.0,0.0,312.343947,12
C10245,7623.224897,300.0,300.0,2800.7283429999998,12000.0,1975.9741829999998,1774.5843329999998,12
C10246,3421.571922,126.69,83.81,154.341344,10500.0,2515.4357379999997,975.5040119999999,12
C10247,48.898610999999995,247.09,247.09,182.357669,5500.0,409.594792,69.921472,12
C10248,1874.716289,301.1,218.1,0.0,1950.0,586.974046,1089.040271,12
C10249,3215.511032,1112.2,0.0,7616.0649650000005,7200.0,0.0,312.343947,12
C10250,237.235398,2410.07,739.57,0.0,4000.0,3773.7274549999997,169.879335,12
C10251,1272.927288,5350.19,566.85,0.0,8000.0,5825.602115,318.305326,12
C10252,558.4767009999999,630.03,0.0,0.0,5500.0,426.092563,213.36969399999998,11
C10253,2814.2076260000003,3197.24,1117.22,0.0,3000.0,3574.480603,1328.897516,12
C10254,8.061012,133.0,133.0,0.0,3000.0,130.61272,41.436595000000004,12
C10255,435.862142,1646.16,622.74,0.0,12000.0,1055.835407,236.61936200000002,12
C10256,6.390383,79.66,79.66,0.0,1500.0,75.896288,75.967742,12
C10257,9612.21512,319.92,319.92,13439.5704,12000.0,10993.892109999999,2501.560923,12
C10258,7938.559134,3677.52,133.79,0.0,12500.0,2657.856602,1912.2985440000002,12
C10259,2344.478291,1041.63,0.0,4003.968939,4000.0,3033.665478,716.70488,12
C10260,996.4822199999999,675.96,675.96,0.0,1000.0,1851.6024109999998,1382.292833,12
C10261,19.508047,193.14,193.14,0.0,2000.0,220.46377,71.965063,12
C10262,185.640313,1703.23,0.0,0.0,11500.0,1449.039414,183.29825300000002,12
C10263,5335.302925,0.0,0.0,468.958688,6000.0,1350.318606,1249.937085,12
C10265,22.189283,234.16,234.16,0.0,1500.0,479.910499,149.977816,11
C10266,5.8717690000000005,29.68,0.0,0.0,10000.0,76.943584,75.595199,12
C10267,1049.4964710000002,1322.67,225.96,774.260436,11000.0,802.3854299999999,229.65509100000003,12
C10269,5570.190127000001,1607.88,1607.88,0.0,13500.0,1583.411686,2216.638394,12
C10270,1668.591831,0.0,0.0,1716.9412350000002,1800.0,2166.981163,568.063083,12
C10271,2224.5909460000003,3183.0,0.0,0.0,9000.0,3823.346244,629.080506,12
C10272,2903.781184,3014.23,1673.89,103.610197,4500.0,1350.3702859999999,655.633916,12
C10273,2041.4800460000001,7323.38,2378.5,191.331735,3000.0,3792.0950789999997,1737.8938660000001,12
C10274,7755.698606999999,8533.54,4460.78,7540.30735,10000.0,4758.209146,7256.951816,6
C10275,614.263149,408.93,334.13,0.0,9000.0,2161.153147,312.343947,12
C10276,8097.334733,3999.92,3799.92,0.0,7500.0,5624.074339,9952.672511,12
C10277,1082.33027,2980.46,2322.68,0.0,6000.0,1116.967993,289.439818,12
C10278,2734.66412,560.73,0.0,0.0,7500.0,717.798364,670.049653,12
C10279,80.70880600000001,569.9,0.0,0.0,9500.0,634.000055,92.012927,12
C10280,2554.525229,6186.77,87.69,1898.690655,10950.0,11198.92613,608.3688599999999,12
C10281,535.947221,4550.81,1533.83,438.469118,8500.0,4317.191232,208.73456000000002,12
C10282,3905.365959,150.8,0.0,1659.19931,7500.0,990.524408,989.783286,12
C10283,156.278339,1385.1,380.0,0.0,14000.0,1280.473571,193.36994199999998,12
C10284,5131.319584000001,32539.78,5992.35,0.0,11500.0,26652.34432,1971.129435,12
C10285,5265.763713,410.24,365.53,15452.97758,16500.0,12005.3074,1055.547896,12
C10286,2.564117,47.95,0.0,0.0,1500.0,294.507498,86.245988,12
C10287,1873.0845769999999,126.57,0.0,181.139378,2100.0,483.557464,524.426392,12
C10288,32.124999,380.89,0.0,0.0,5700.0,0.0,312.343947,12
C10289,1473.495809,414.0,414.0,0.0,10500.0,5863.94034,570.250342,12
C10290,1504.82705,2010.0,1380.0,1189.292764,8500.0,859.8299460000001,479.831475,12
C10291,7645.108426999999,4693.15,360.5,0.0,13500.0,4786.648679999999,1741.1580239999998,12
C10292,1129.3375800000001,498.96,498.96,72.259355,1000.0,829.505486,1623.389428,12
C10293,668.956687,224.2,76.08,0.0,9500.0,568.336995,272.270427,12
C10294,2302.184366,2856.57,1933.73,0.0,2500.0,2914.419813,2173.680619,12
C10295,272.711518,0.0,0.0,682.1560509999999,3000.0,2755.877257,144.621645,12
C10296,4246.430225,0.0,0.0,9270.408108,7000.0,6010.525656,1793.2626539999999,12
C10297,2420.761135,0.0,0.0,567.2337980000001,3000.0,871.7133210000001,609.206784,12
C10298,2935.324966,409.63,57.76,1876.241162,5000.0,580.13865,1114.588285,12
C10299,83.14828299999999,843.34,0.0,0.0,6500.0,1024.267592,122.850835,12
C10300,5469.851311,0.0,0.0,512.792701,6000.0,1362.9667980000002,2019.0278829999997,12
C10301,280.142117,2236.49,1477.97,0.0,10000.0,1986.838064,233.614975,12
C10302,5790.930625999999,464.51,65.1,2516.727082,6000.0,1515.594331,2092.915898,12
C10303,3605.714046,1779.0,0.0,0.0,5000.0,856.0582800000001,761.012234,12
C10304,3992.2618850000003,0.0,0.0,348.834361,4000.0,1057.678259,1229.820066,12
C10305,41.833264,456.36,456.36,0.0,6000.0,370.996177,163.28761799999998,12
C10306,635.090434,5758.71,3506.34,0.0,2900.0,7943.570209999999,197.416104,12
C10307,1521.1681,245.98,0.0,2792.67597,6000.0,2261.523522,388.25800899999996,12
C10308,5547.092593,0.0,0.0,3298.958165,12000.0,1786.142816,1351.998523,12
C10309,2503.107213,733.9,0.0,0.0,3000.0,1620.1932769999999,857.535876,12
C10310,191.450711,1641.07,0.0,380.97234100000003,500.0,1583.918811,137.046292,12
C10311,3621.7020399999997,674.73,0.0,1684.9574109999999,4000.0,1139.058595,1403.477006,12
C10312,2762.479434,2702.47,1176.16,0.0,11000.0,7596.7683640000005,1013.086448,12
C10313,4338.606862,0.0,0.0,1817.569093,8000.0,8019.800702,964.118618,12
C10314,388.873921,1579.15,116.8,0.0,2700.0,451.600059,199.955286,12
C10315,9261.310686,0.0,0.0,8603.045938,11000.0,1933.4139079999998,2576.552758,12
C10316,208.131845,2161.38,1709.88,0.0,4500.0,2059.879468,165.05215,12
C10317,169.088238,1482.19,1036.12,0.0,6000.0,1289.570234,173.686552,12
C10318,133.91155600000002,1446.05,901.6,0.0,3500.0,1364.121036,186.240772,12
C10319,1613.34907,0.0,0.0,1606.322681,4500.0,312.433361,648.139459,11
C10320,566.908563,397.06,93.36,0.0,2100.0,0.0,312.343947,12
C10321,53.208422,498.17,39.15,0.0,15000.0,611.606459,162.94308,12
C10322,1329.967543,2009.12,712.44,1763.7945829999999,2500.0,2715.972095,956.3300230000001,12
C10323,515.9047860000001,5359.02,2959.24,0.0,6000.0,0.0,312.343947,12
C10324,927.0419609999999,0.0,0.0,402.97416400000003,1000.0,719.974244,339.553093,12
C10325,1872.7676510000001,0.0,0.0,3394.509419,5500.0,1151.721386,627.015802,12
C10326,185.39631200000002,0.0,0.0,842.456926,1000.0,117.54276399999999,137.6915,11
C10327,4823.822993,0.0,0.0,6481.300951,7000.0,863.62306,1148.631716,7
C10328,994.105777,126.2,0.0,0.0,1950.0,314.302968,417.290247,12
C10329,40.089221,225.0,225.0,0.0,1500.0,325.578502,286.122587,12
C10330,0.47871400000000003,734.97,575.97,0.0,6000.0,1159.135064,312.343947,12
